Speaker,Sentence
ISABELLA,"There is a vice that most I do abhor,
And most desire should meet the blow of justice;
For which I would not plead, but that I must;
For which I must not plead, but that I am
At war 'twixt will and will not."
ANGELO,Well; the matter?
ISABELLA,I have a brother is condemn'd to die
Provost,""
ANGELO,"Condemn the fault and not the actor of it?
Why, every fault's condemn'd ere it be done"
ISABELLA,"O just but severe law!
I had a brother, then. Heaven keep your honour!"
LUCIO,""
ISABELLA,Must he needs die?
ANGELO,"Maiden, no remedy."
ISABELLA,"Yes; I do think that you might pardon him,
And neither heaven nor man grieve at the mercy."
ANGELO,I will not do't.
ISABELLA,"But can you, if you would?"
ANGELO,"Look, what I will not, that I cannot do."
ISABELLA,"But might you do't, and do the world no wrong,
If so your heart were touch'd with that remorse
As mine is to him?"
ANGELO,He's sentenced; 'tis too late.
LUCIO,""
ISABELLA,"Too late? why, no; I, that do speak a word.
May call it back again. Well, believe this,
No ceremony that to great ones 'longs,
Not the king's crown, nor the deputed sword,
The marshal's truncheon, nor the judge's robe,
Become them with one half so good a grace
As mercy does.
If he had been as you and you as he,
You would have slipt like him; but he, like you,
Would not have been so stern."
ANGELO,"Pray you, be gone."
ISABELLA,"I would to heaven I had your potency,
And you were Isabel! should it then be thus?
No; I would tell what 'twere to be a judge,
And what a prisoner."
LUCIO,""
ANGELO,"Your brother is a forfeit of the law,
And you but waste your words."
ISABELLA,"Alas, alas!
Why, all the souls that were were forfeit once;
And He that might the vantage best have took
Found out the remedy. How would you be,
If He, which is the top of judgment, should
But judge you as you are? O, think on that;
And mercy then will breathe within your lips,
Like man new made."
ANGELO,"Be you content, fair maid;
It is the law, not I condemn your brother"
ISABELLA,"To-morrow! O, that's sudden! Spare him, spare him!
He's not prepared for death. Even for our kitchens
We kill the fowl of season"
LUCIO,""
ANGELO,"The law hath not been dead, though it hath slept"
ISABELLA,Yet show some pity.
ANGELO,"I show it most of all when I show justice;
For then I pity those I do not know,
Which a dismiss'd offence would after gall;
And do him right that, answering one foul wrong,
Lives not to act another. Be satisfied;
Your brother dies to-morrow; be content."
ISABELLA,"So you must be the first that gives this sentence,
And he, that suffer's. O, it is excellent
To have a giant's strength; but it is tyrannous
To use it like a giant."
LUCIO,""
ISABELLA,"Could great men thunder
As Jove himself does, Jove would ne'er be quiet,
For every pelting, petty officer
Would use his heaven for thunder;
Nothing but thunder! Merciful Heaven,
Thou rather with thy sharp and sulphurous bolt
Split'st the unwedgeable and gnarled oak
Than the soft myrtle"
LUCIO,""
Provost,""
ISABELLA,We cannot weigh our brother with ourself
LUCIO,"Thou'rt i' the right, girl; more o, that."
ISABELLA,"That in the captain's but a choleric word,
Which in the soldier is flat blasphemy."
LUCIO,""
ANGELO,Why do you put these sayings upon me?
ISABELLA,"Because authority, though it err like others,
Hath yet a kind of medicine in itself,
That skins the vice o' the top. Go to your bosom;
Knock there, and ask your heart what it doth know
That's like my brother's fault"
ANGELO,""
ISABELLA,"Gentle my lord, turn back."
ANGELO,I will bethink me
ISABELLA,Hark how I'll bribe you
ANGELO,How! bribe me?
ISABELLA,"Ay, with such gifts that heaven shall share with you."
LUCIO,""
ISABELLA,"Not with fond shekels of the tested gold,
Or stones whose rates are either rich or poor
As fancy values them; but with true prayers
That shall be up at heaven and enter there
Ere sun-rise, prayers from preserved souls,
From fasting maids whose minds are dedicate
To nothing temporal."
ANGELO,Well; come to me to-morrow.
LUCIO,""
ISABELLA,Heaven keep your honour safe!
ANGELO,""
ISABELLA,"At what hour to-morrow
Shall I attend your lordship?"
ANGELO,At any time 'fore noon.
ISABELLA,'Save your honour!
ANGELO,"From thee, even from thy virtue!
What's this, what's this? Is this her fault or mine?
The tempter or the tempted, who sins most?
Ha!
Not she"
DUKE VINCENTIO,"Hail to you, provost! so I think you are."
Provost,"I am the provost. What's your will, good friar?"
DUKE VINCENTIO,"Bound by my charity and my blest order,
I come to visit the afflicted spirits
Here in the prison. Do me the common right
To let me see them and to make me know
The nature of their crimes, that I may minister
To them accordingly."
Provost,"I would do more than that, if more were needful.
Look, here comes one"
DUKE VINCENTIO,When must he die?
Provost,"As I do think, to-morrow.
I have provided for you"
DUKE VINCENTIO,"Repent you, fair one, of the sin you carry?"
JULIET,I do; and bear the shame most patiently.
DUKE VINCENTIO,"I'll teach you how you shall arraign your conscience,
And try your penitence, if it be sound,
Or hollowly put on."
JULIET,I'll gladly learn.
DUKE VINCENTIO,Love you the man that wrong'd you?
JULIET,"Yes, as I love the woman that wrong'd him."
DUKE VINCENTIO,"So then it seems your most offenceful act
Was mutually committed?"
JULIET,Mutually.
DUKE VINCENTIO,Then was your sin of heavier kind than his.
JULIET,"I do confess it, and repent it, father."
DUKE VINCENTIO,"'Tis meet so, daughter"
JULIET,"I do repent me, as it is an evil,
And take the shame with joy."
DUKE VINCENTIO,"There rest.
Your partner, as I hear, must die to-morrow,
And I am going with instruction to him.
Grace go with you, Benedicite!"
JULIET,"Must die to-morrow! O injurious love,
That respites me a life, whose very comfort
Is still a dying horror!"
Provost,'Tis pity of him.
ANGELO,"When I would pray and think, I think and pray
To several subjects. Heaven hath my empty words;
Whilst my invention, hearing not my tongue,
Anchors on Isabel"
ANGELO,"Teach her the way.
O heavens!
Why does my blood thus muster to my heart,
Making both it unable for itself,
And dispossessing all my other parts
Of necessary fitness?
So play the foolish throngs with one that swoons;
Come all to help him, and so stop the air
By which he should revive"
ISABELLA,I am come to know your pleasure.
ANGELO,"That you might know it, would much better please me
Than to demand what 'tis. Your brother cannot live."
ISABELLA,Even so. Heaven keep your honour!
ANGELO,"Yet may he live awhile; and, it may be,
As long as you or I yet he must die."
ISABELLA,Under your sentence?
ANGELO,Yea.
ISABELLA,"When, I beseech you? that in his reprieve,
Longer or shorter, he may be so fitted
That his soul sicken not."
ANGELO,"Ha! fie, these filthy vices! It were as good
To pardon him that hath from nature stolen
A man already made, as to remit
Their saucy sweetness that do coin heaven's image
In stamps that are forbid"
ISABELLA,"'Tis set down so in heaven, but not in earth."
ANGELO,"Say you so? then I shall pose you quickly.
Which had you rather, that the most just law
Now took your brother's life; or, to redeem him,
Give up your body to such sweet uncleanness
As she that he hath stain'd?"
ISABELLA,"Sir, believe this,
I had rather give my body than my soul."
ANGELO,I talk not of your soul
ISABELLA,How say you?
ANGELO,"Nay, I'll not warrant that; for I can speak
Against the thing I say. Answer to this"
ISABELLA,"Please you to do't,
I'll take it as a peril to my soul,
It is no sin at all, but charity."
ANGELO,"Pleased you to do't at peril of your soul,
Were equal poise of sin and charity."
ISABELLA,"That I do beg his life, if it be sin,
Heaven let me bear it! you granting of my suit,
If that be sin, I'll make it my morn prayer
To have it added to the faults of mine,
And nothing of your answer."
ANGELO,"Nay, but hear me.
Your sense pursues not mine"
ISABELLA,"Let me be ignorant, and in nothing good,
But graciously to know I am no better."
ANGELO,"Thus wisdom wishes to appear most bright
When it doth tax itself; as these black masks
Proclaim an enshield beauty ten times louder
Than beauty could, display'd. But mark me;
To be received plain, I'll speak more gross"
ISABELLA,So.
ANGELO,"And his offence is so, as it appears,
Accountant to the law upon that pain."
ISABELLA,True.
ANGELO,"Admit no other way to save his life,--
As I subscribe not that, nor any other,
But in the loss of question,--that you, his sister,
Finding yourself desired of such a person,
Whose credit with the judge, or own great place,
Could fetch your brother from the manacles
Of the all-building law; and that there were
No earthly mean to save him, but that either
You must lay down the treasures of your body
To this supposed, or else to let him suffer;
What would you do?"
ISABELLA,As much for my poor brother as myself
ANGELO,Then must your brother die.
ISABELLA,And 'twere the cheaper way
ANGELO,"Were not you then as cruel as the sentence
That you have slander'd so?"
ISABELLA,"Ignomy in ransom and free pardon
Are of two houses"
ANGELO,"You seem'd of late to make the law a tyrant;
And rather proved the sliding of your brother
A merriment than a vice."
ISABELLA,"O, pardon me, my lord; it oft falls out,
To have what we would have, we speak not what we mean"
ANGELO,We are all frail.
ISABELLA,"Else let my brother die,
If not a feodary, but only he
Owe and succeed thy weakness."
ANGELO,"Nay, women are frail too."
ISABELLA,"Ay, as the glasses where they view themselves;
Which are as easy broke as they make forms.
Women! Help Heaven! men their creation mar
In profiting by them. Nay, call us ten times frail;
For we are soft as our complexions are,
And credulous to false prints."
ANGELO,I think it well
ISABELLA,I have no tongue but one
ANGELO,"Plainly conceive, I love you."
ISABELLA,"My brother did love Juliet,
And you tell me that he shall die for it."
ANGELO,"He shall not, Isabel, if you give me love."
ISABELLA,"I know your virtue hath a licence in't,
Which seems a little fouler than it is,
To pluck on others."
ANGELO,"Believe me, on mine honour,
My words express my purpose."
ISABELLA,"Ha! little honour to be much believed,
And most pernicious purpose! Seeming, seeming!
I will proclaim thee, Angelo; look for't"
ANGELO,"Who will believe thee, Isabel?
My unsoil'd name, the austereness of my life,
My vouch against you, and my place i' the state,
Will so your accusation overweigh,
That you shall stifle in your own report
And smell of calumny. I have begun,
And now I give my sensual race the rein"
ISABELLA,"To whom should I complain? Did I tell this,
Who would believe me? O perilous mouths,
That bear in them one and the self-same tongue,
Either of condemnation or approof;
Bidding the law make court'sy to their will"
DUKE VINCENTIO,So then you hope of pardon from Lord Angelo?
DUKE VINCENTIO,"Be absolute for death; either death or life
Shall thereby be the sweeter. Reason thus with life"
ISABELLA,""
Provost,Who's there? come in
DUKE VINCENTIO,"Dear sir, ere long I'll visit you again."
ISABELLA,My business is a word or two with Claudio.
Provost,"And very welcome. Look, signior, here's your sister."
DUKE VINCENTIO,"Provost, a word with you."
Provost,As many as you please.
DUKE VINCENTIO,"Bring me to hear them speak, where I may be concealed."
ISABELLA,"Why,
As all comforts are; most good, most good indeed.
Lord Angelo, having affairs to heaven,
Intends you for his swift ambassador,
Where you shall be an everlasting leiger"
ISABELLA,"None, but such remedy as, to save a head,
To cleave a heart in twain."
ISABELLA,"Yes, brother, you may live"
ISABELLA,"Ay, just; perpetual durance, a restraint,
Though all the world's vastidity you had,
To a determined scope."
ISABELLA,"In such a one as, you consenting to't,
Would bark your honour from that trunk you bear,
And leave you naked."
ISABELLA,"O, I do fear thee, Claudio; and I quake,
Lest thou a feverous life shouldst entertain,
And six or seven winters more respect
Than a perpetual honour. Darest thou die?
The sense of death is most in apprehension;
And the poor beetle, that we tread upon,
In corporal sufferance finds a pang as great
As when a giant dies."
